Empresa,Repositorio_Nome,Language
apple,pkl-k8s-examples,Pkl
apple,pkl-lang.org,JavaScript
apple,pkl-lsp,Kotlin
apple,pkl-neovim,Lua
apple,pkl-package-docs,Kotlin
apple,pkl-pantry,Pkl
apple,pkl-project-commons,Pkl
apple,pkl-spring,Java
apple,pkl-swift,Swift
apple,pkl-swift-examples,Swift
apple,pkl-vscode,TypeScript
apple,pkl.tmbundle,Pkl
apple,pytorch-speech-features,Python
apple,rules_pkl,Starlark
apple,sample-backyard-birds,Swift
apple,sample-cloudkit-coredatasync,Swift
apple,sample-cloudkit-encryption,Swift
apple,sample-cloudkit-privatedb,Swift
apple,sample-cloudkit-privatedb-sync,Swift
apple,sample-cloudkit-queries,Swift
apple,sample-cloudkit-sharing,Swift
apple,sample-cloudkit-sync-engine,Swift
apple,sample-cloudkit-tooling,JavaScript
apple,sample-cloudkit-zonesharing,Swift
apple,sample-fbounds-safety-adoption,HTML
apple,sample-food-truck,Swift
apple,security-pcc,Swift
apple,servicetalk,Java
apple,swift-3-api-guidelines-review,Swift
apple,swift-algorithms,Swift
apple,swift-argument-parser,Swift
apple,swift-asn1,Swift
apple,swift-async-algorithms,Swift
apple,swift-async-dns-resolver,Swift
apple,swift-atomics,Swift
apple,swift-binary-parsing,Swift
apple,swift-cassandra-client,Swift
apple,swift-certificates,Swift
apple,swift-clang,C++
apple,swift-clang-tools-extra,C++
apple,swift-cluster-membership,Swift
apple,swift-collections,Swift
apple,swift-collections-benchmark,Swift
apple,swift-compiler-rt,C
apple,swift-container-plugin,Swift
apple,swift-crypto,Assembly
apple,swift-distributed-actors,Swift
apple,swift-distributed-tracing,Swift
apple,swift-distributed-tracing-baggage-core,Swift
apple,swift-distributed-tracing-extras,Swift
apple,swift-evolution-staging,Swift
apple,swift-homomorphic-encryption,Swift
apple,swift-homomorphic-encryption-protobuf,
apple,swift-http-structured-headers,Swift
apple,swift-http-types,Swift
apple,swift-internals,HTML
apple,swift-issues,
apple,swift-libcxx,C++
apple,swift-llbuild2,Swift
apple,swift-lldb,C++
apple,swift-llvm,LLVM
apple,swift-log,Swift
apple,swift-metrics,Swift
apple,swift-metrics-extras,Swift
apple,swift-mmio,Swift
apple,swift-nio,Swift
apple,swift-nio-examples,Swift
apple,swift-nio-extras,Swift
apple,swift-nio-http2,Swift
apple,swift-nio-imap,Swift
apple,swift-nio-nghttp2-support,Swift
apple,swift-nio-oblivious-http,Swift
apple,swift-nio-ssh,Swift
apple,swift-nio-ssl,Assembly
apple,swift-nio-ssl-support,Swift
apple,swift-nio-transport-services,Swift
apple,swift-nio-zlib-support,Swift
apple,swift-ntp,Swift
apple,swift-numerics,Swift
apple,swift-openapi-generator,Swift
apple,swift-openapi-runtime,Swift
apple,swift-openapi-urlsession,Swift
apple,swift-play-experimental,Swift
apple,swift-protobuf,Swift
apple,swift-protobuf-plugin,
apple,swift-protobuf-test-conformance,
apple,swift-sample-distributed-actors-transport,Swift
apple,swift-service-context,Swift
apple,swift-service-discovery,Swift
apple,swift-standard-library-preview,Swift
apple,swift-statsd-client,Swift
apple,swift-string-processing-benchmarks,Swift
apple,swift-system,Swift
apple,swift-tools-support-async,Swift
apple,swift-xcode-playground-support,Swift
apple,swiftpm-on-llbuild2,Swift
apple,tensor-visualizer,Svelte
apple,tensorflow_macos,Shell
apple,ToolSandbox,Python
apple,tree-sitter-pkl,Kotlin
apple,turicreate,C++
apple,unityplugins,C#
apple,VideoFlashingReduction,Mathematica
apple,visatronic-demo,HTML
apple,vqg-multimodal-assistant,Python
